Qu_1_a,Qu_1_b,Qu_1_c,Qu_1_d,Qu_2_a,Qu_2_b,Qu_2_c,Qu_2_d,Qu_3_a,Qu_3_b,Qu_3_c,Qu_3_d,Qu_4_a,Qu_4_b,Qu_4_c,Qu_4_d,Qu_5,Qu_6,Qu_7,Qu_8,Qu_9,Qu_10,Qu_11,Qu_12,Qu_13,Qu_14_a,Qu_14_b,Qu_15_a,Qu_15_b,Qu_15_c,Qu_15_d
3,2,2,3,2,3,6,5,3,4,5,5,3,3,4,4,Thai,Thailand,Female,24,Student,College/University Degree,High,Medium,Yes,4,1,1,1,1,1
5,5,6,2,5,5,7,6,4,5,6,5,4,3,4,4,United Kingdom,United Kingdom,Male,23,Student,College/University Degree,Medium,Medium,No,1,1,6,3,2,2
2,1,1,1,3,3,6,3,2,2,3,2,3,1,5,2,United Kingdom,United Kingdom,Female,23,Student,Some College,Medium,Low,No,7,7,4,5,5,6
3,3,3,3,7,7,7,7,4,4,4,4,4,2,3,3,Canada,Canada,Female,34,Self Employed,High School/Secondary School,Low,Low,No,7,7,,,,
6,2,1,1,3,4,6,3,2,3,4,3,3,1,2,1,South Africa,South Africa,Male,19,Student,High School/Secondary School&amp,Very Low,Low,Yes,3,6,1,2,1,2
,4,1,1,1,1,7,2,1,1,2,3,1,1,1,7,South Africa,South Africa,Female,26,Business Process Engineer,College/University Degree&amp;nb,Medium,Medium,Yes,4,1,1,1,1,1
2,2,2,2,4,4,6,4,2,2,4,4,3,2,2,3,Slovenia,Slovenia,Male,23,Student,College/University Degree,Low,Low,Yes,4,2,3,4,2,1
1,1,1,1,4,2,7,3,2,1,4,3,4,1,1,3,United States,United States,Female,27,Student,Some College&amp;amp;nbsp;&amp;a,Very Low,Medium,Yes,7,1,4,3,1,1
3,5,1,4,2,2,7,3,2,1,7,2,1,4,3,2,United Kingdom,United Kingdom,Female,24,Pa,College/University Degree,Medium,Medium,No,7,7,1,2,1,1
5,4,5,5,3,4,6,4,4,5,4,3,3,4,5,5,Hong Kong,Hong Kong,Male,22,Student,College/University Degree,Low,Low,No,6,5,2,2,3,2
3,4,1,2,2,2,1,1,1,1,1,3,1,6,1,3,China,China,Male,25,Student,MasterÕs Degree,Low,Low,No,7,7,1,2,1,2
3,2,4,2,3,2,4,2,3,2,4,2,3,2,3,4,China,China,Male,23,Student,MasterÕs Degree,Low,Low,No,7,7,4,4,4,5
6,2,3,3,3,3,7,6,2,3,7,5,3,2,7,4,Mexico,Mexico,2,37,Student,4,2,2,0,4,1,1,1,1,1
4,3,3,3,2,3,3,4,5,4,6,4,3,3,5,5,United Kingdom,United Kingdom,Female,25,Student,College/University Degree,High,Medium,No,6,6,1,1,3,4
7,5,1,3,2,7,2,4,2,6,2,2,1,7,6,2,United Kingdom,China,Female,23,Student,Master's Degree,Medium,Medium,No,7,7,1,3,5,4
2,2,3,3,2,4,4,3,2,3,4,3,4,2,2,4,Viet Nam,Viet Nam,Male,26,Student,Master's Degree,Medium,Medium,Yes,3,3,4,2,1,3
3,4,3,4,5,4,3,4,3,4,4,3,4,3,5,4,China,China,Male,23,Student,MasterÕs Degree,Medium,Medium,No,6,4,4,4,2,2
1,1,1,1,5,2,7,3,2,2,3,2,2,1,3,3,Uk,Austria,Male,21,Student,Some College,Very Low,Meduim,No,7,7,3,5,2,2
6,5,,,3,2,7,2,1,2,7,2,2,1,2,1,Kenya,Kenya,Male,44,Researcher/ M & E Advisor,Master&amp;rsquo;s Degree,Medium,High,Yes,2,1,1,1,1,1
7,6,1,1,1,1,7,7,1,1,6,4,1,1,1,4,Nigeria,Nigeria,Female,53,Public Servant,Doctoral Degree,High,High,Yes,1,1,1,1,1,1
2,1,1,1,2,2,6,2,1,1,5,1,2,1,1,2,United Kingdom,United Kingdom,Female,22,Student,College/University Degree,Medium,High,No,6,6,1,2,1,1
7,7,7,7,7,1,7,7,1,1,2,7,7,1,3,1,Brazil,Brazil,Male,19,Student,Some College Ê,Low,Low,Yes,1,1,7,7,1,1
5,4,2,2,2,2,5,3,2,2,4,2,1,1,2,1,China,China,Female,23,Student,College/University Degree,Medium,Low,No,7,7,4,5,1,1
4,3,1,5,3,4,3,3,4,2,5,4,4,5,4,3,India,India,Female,33,Teacher,Master&amp;amp;rsquo;s Degree,Medium,Medium,Yes,1,1,4,6,7,1
2,1,1,1,1,1,1,1,1,2,2,2,2,6,2,1,China,China,Male,25,Student,Doctoral Degree,Very Low,Low,No,7,7,1,1,1,2
1,3,3,4,3,4,6,5,3,5,4,3,3,4,4,3,Vietnam,Vietnam,Male,29,Engineer,Master's Degree,Medium,Medium,No,6,6,1,1,1,2
7,3,1,3,2,1,7,6,1,2,6,3,3,3,6,6,Brazil,Brazil,Female,19,Student,Some College,Medium,Medium,Yes,6,6,3,7,7,7
2,2,1,1,1,3,7,6,1,1,3,6,1,1,3,2,India,India,Male,29,University Staff,College/University Degree,Medium,Medium,No,7,7,1,1,2,1
1,1,1,1,3,2,1,2,2,1,1,2,3,2,5,4,France,France,Male,36,Humanitarian Work,MasterÕs Degree,Low,Low,No,7,2,5,5,3,2
4,3,2,4,7,6,7,3,6,6,7,3,5,2,3,1,United Kingdom,United Kingdom,Male,21,Student,College/University Degree,Medium,High,No,5,7,5,5,3,3
2,2,2,2,3,1,2,2,2,1,2,2,2,1,1,2,Greece,Greece,Male,25,Student,Master's Degree,Medium,Medium,No,7,7,3,6,5,1
2,1,3,2,3,2,3,2,4,2,3,5,2,3,2,2,Cyprus,Cyprus,Male,21,Student,High School/Secondary School,High,Low,Yes,6,5,4,2,2,3
1,1,1,1,2,2,7,2,1,1,3,2,3,2,3,2,Greece,Greece,Female,23,Student,College/University Degree,Medium,High,Yes,4,2,1,1,1,1
2,1,1,1,2,1,5,5,2,1,2,4,1,1,2,1,Brazil,Brazil,Female,20,Student,Some College,Medium,Medium,Yes,2,1,7,7,7,7
2,1,1,1,5,3,7,5,2,2,6,2,2,1,4,2,South Africa,South Africa,Female,58,Lecturer,Doctoral Degree&amp;nbsp;&amp;nb,High,High,Yes,4,3,1,1,1,1
3,3,3,3,1,1,1,2,1,2,2,2,2,4,3,3,China,China,Male,25,Student,MasterÕs Degree,Medium,Medium,No,7,7,1,3,2,2
3,2,1,1,2,3,7,4,2,4,4,3,4,1,3,2,Venezuela,Lebanon,Male,27,Project Leader,MasterÕs Degree,Medium,Medium,Yes,2,1,2,2,1,1
5,2,1,2,2,3,7,3,2,2,6,2,3,2,2,2,United Kingdom,United Kingdom,Female,21,Student,College/University Degree,Low,High,No,7,7,1,5,1,1
5,2,1,6,4,3,7,2,1,1,4,3,2,1,2,3,Brazil,Brazil,Female,23,Student,College/University DegreeÊ,Medium,Medium,Yes,3,2,7,6,1,1
3,2,2,1,3,2,7,5,2,3,,5,2,2,1,3,South Africa,South Africa,Female,18,Studies,High School/Secondary School&amp,Low,Medium,No,6,1,5,1,2,6
2,2,2,3,7,7,7,7,7,7,7,7,5,1,1,7,Taiwan,Taiwan,Female,26,Captain,3,2,1,1,2,1,7,2,1,1
2,2,1,6,1,3,3,4,2,2,2,2,1,7,4,3,South Africa,South Africa,Male,19,Student,High School/Secondary School&amp,Low,Low,Yes,2,2,7,7,7,7
2,2,2,2,3,2,3,4,3,2,3,4,3,4,3,3,China,China,Male,24,Student,College/University Degree,Very Low,Very Low,No,1,2,2,1,2,2
1,1,1,1,1,2,4,2,1,1,3,2,3,2,2,2,Greece,Greece,Male,21,Student,High School/Secondary School,Medium,Medium,Yes,4,3,1,3,1,1
3,3,1,5,4,3,7,3,3,2,6,5,2,2,2,5,Brazil,Brazil,Female,33,Manager,College/University DegreeÊ,Medium,Medium,Yes,5,1,3,3,3,2
2,2,2,2,3,3,5,3,3,3,5,3,3,3,5,4,China,China,Female,23,Student,4,3,3,No,6,6,2,2,1,2
1,1,1,1,3,2,2,3,2,1,6,6,2,1,5,4,United States,United States,Female,24,Artist,Some College&amp;amp;nbsp;&amp;a,Low,Low,Yes,2,1,1,1,1,1
3,2,2,1,3,2,1,2,3,2,3,3,2,1,2,2,China,China,Female,27,White Collar,College/University Degree,Low,High,Yes,6,5,5,2,2,3
3,3,3,3,3,3,6,3,2,2,3,3,5,5,3,5,Greece,Greece,Female,46,Cultural Centre Manager,Master'sdegree,Medium,Medium,No,4,4,1,1,1,1
2,1,1,1,2,3,5,2,2,,3,2,2,1,1,1,U.K.,U.K.,Female,22,College Student,College/University Degree,Medium,Low,No,7,1,3,6,1,1
2,2,4,3,4,2,3,4,3,1,4,4,2,1,2,4,India,India,Male,25,Sales Repersentative,Master&amp;amp;rsquo;s Degree,Low,Very Low,Yes,3,1,2,3,1,1
4,2,1,2,1,2,5,7,1,2,5,7,2,5,6,5,Vietnam,Vietnam,Female,20,Human Resources Assistant,College/University Degree,Low,Medium,No,7,5,2,2,1,1
6,2,3,5,3,3,6,3,2,2,3,3,2,6,5,5,China,China,Female,24,Student,College/University Degree,Medium,Low,No,7,7,4,2,1,2
1,1,1,6,4,4,1,4,3,4,3,4,2,3,3,2,Canada,Canada,Female,22,Teacher,Some College,Medium,Medium,No,4,5,5,5,5,5
3,3,3,6,1,2,2,2,1,1,2,2,1,1,4,4,Turkey,Turkey,Female,23,Student,College/University Degree,Medium,High,No,4,2,5,5,1,1
4,3,2,2,3,5,7,5,3,3,7,7,3,3,3,3,Canada,Canada,Female,37,Accounts Payable,College/University Degree,Low,Low,No,7,7,1,2,1,1
5,4,4,3,6,5,5,5,6,6,5,6,4,4,3,5,China,China,Female,20,Student,Master Degree,Medium,Medium,No,1,1,7,4,1,1
2,2,2,2,2,1,6,4,3,2,6,2,3,2,3,3,China,China,Female,21,Student,College/University Degree,Medium,Medium,Yes,4,4,1,1,1,1
4,1,1,7,3,3,5,2,2,2,4,2,1,7,7,1,Albany,Albany,Male,24,Meteorogist,High School/Secondary School,Ver Low,Ver Low,Yes,1,1,6,7,4,5
2,2,2,1,1,3,6,3,1,2,6,4,1,1,1,3,Turkey,Turkey,Male,24,Student,College/University Degree,Medium,Medium,Yes,1,1,3,2,2,1
4,6,5,7,5,4,5,6,6,2,3,4,3,2,3,5,India,India,Female,36,Accounts,College/University Degree&amp;am,Low,Low,Yes,5,3,6,5,1,6
4,2,1,3,4,3,3,4,3,4,3,3,2,5,5,3,Philippines,Philippines,Male,30,Business,College/University Degree,Medium,Medium,Yes,3,1,2,2,1,1
2,2,1,4,5,3,7,4,3,3,4,3,4,3,4,3,Mexico,Mexico,Male,26,Accountant,MasterÕs Degree,High,High,Yes,3,3,5,2,1,1
2,2,3,3,3,2,4,4,2,2,4,5,3,4,4,5,Viet Nam,Viet Nam,Male,26,Student,MasterÕs Degree,Very Low,Low,No,7,7,4,3,1,3
5,4,1,2,3,2,5,3,2,2,3,3,3,3,2,1,United Kingdom,United Kingdom,Female,22,Student,High School/Secondary School,Low,Low,No,7,7,5,5,3,3
2,3,4,5,3,3,5,4,2,2,4,4,2,2,1,4,Korea,Korea,Male,24,Student,Master's Degree,Low,Medium,No,7,7,1,1,3,1
4,2,2,2,3,5,7,5,4,5,7,5,3,3,5,5,Brazil,Brazil,Male,23,Businessman,High School/Secondary School,Medium,High,Yes,2,1,2,2,4,4
3,2,1,1,1,1,3,2,1,1,2,1,2,1,2,1,Mexico,Mexico,Male,42,Teacher / Professor,College/University Degree,Medium,Medium,Yes,4,1,1,1,1,1
1,1,1,1,1,3,7,1,1,7,7,1,3,3,4,4,Turkey,Turkey,2,25,Engineer,3,3,4,1,7,6,1,2,1,1
3,1,1,1,2,2,7,2,1,1,3,2,3,2,2,1,United Kingdom,United Kingdom,Female,23,Student,College/University Degree,Very Low,High,Yes,4,1,1,3,1,2
3,2,1,3,1,1,4,2,1,1,3,2,3,1,2,2,South Africa,South Africa,Female,52,Administration,Some College&amp;nbsp;&amp;nbsp;,Medium,High,Yes,5,1,1,1,1,1
2,2,1,1,1,2,6,2,1,1,4,2,2,1,1,3,Spain,Mexico,Male,36,Engineer,Master's Degree,High,High,No,5,4,3,1,1,2
2,2,2,2,3,3,3,3,2,2,2,2,2,2,2,2,United States,China,Male,27,Office Worker,College/University Degree,Medium,Medium,Yes,3,3,4,4,4,4
2,2,1,6,3,2,7,3,2,2,6,2,2,3,3,3,Mexico,Mexico,Male,36,Consultant,College/University Degree,Medium,Medium,Yes,2,1,2,1,2,2
2,2,2,1,4,2,4,1,1,1,1,1,2,5,1,3,China,China,Female,24,Student,MasterÕs Degree,Low,High,Yes,4,2,5,7,4,2
5,3,3,3,6,4,7,3,2,3,4,4,2,2,3,2,Malaysia,Malaysia,Male,24,Student,Some College,Medium,Low,Yes,1,1,2,5,1,1
2,1,1,3,1,2,1,1,1,2,2,3,1,1,1,3,India,India,,24,Student,College/University Degree&amp;am,Medium,Medium,Yes,2,2,4,1,1,1
3,1,1,1,1,1,7,2,1,1,5,1,4,3,2,1,United Kingdom,United Kingdom,Female,39,Hotelier,College/University Degree,High,Medium,No,7,7,1,3,1,1
1,1,2,3,1,2,2,2,1,4,7,2,1,2,7,4,United Kingdom,United Kingdom,Male,24,Student,4,3,3,Yes,2,2,1,1,1,1
2,2,2,2,2,2,2,3,2,2,2,2,2,2,2,2,Thailand,Thailand,Female,25,Student,Master&#039;s Degree,Medium,High,Yes,3,3,4,4,4,4
2,2,1,2,1,2,6,4,1,2,1,2,1,1,3,4,China,China,Male,24,Self-Employed,University,Low,Low,No,6,6,1,1,1,2
4,2,2,2,2,3,5,6,2,2,6,7,2,5,6,6,India,India,Male,48,Manager,Some College&amp;amp;nbsp;&amp;a,Medium,Medium,Yes,1,1,1,1,1,1
5,5,2,3,3,3,7,5,3,3,6,3,2,2,3,2,France,France,Male,26,Engineering,College/University Degree,Medium,Medium,No,6,7,5,6,1,3
4,3,2,3,5,5,6,6,5,5,5,5,3,3,4,2,United Kingdom,United Kingdom,Male,24,Cashier,High School/Secondary School,Low,Low,No,7,7,5,5,3,5
2,2,1,1,3,2,2,6,3,5,4,2,2,6,4,4,South Africa,South Africa,Male,19,Still Studying,High School/Secondary School&amp,Medium,Low,Yes,7,1,7,4,7,7
2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,2,Hong Kong,Hong Kong,Female,23,Student,College/University Degree,High,High,Yes,3,2,2,2,1,1
2,1,2,6,3,2,6,5,3,2,5,4,3,3,4,4,Malaysia,Malaysia,Male,24,Student,College/University Degree,Low,Low,No,7,7,4,4,4,4
2,1,1,1,3,2,7,3,3,2,,2,1,1,4,1,United States,United States,Female,46,Teacher,Master&amp;amp;rsquo;s Degree,Medium,Medium,No,3,7,3,5,3,3
3,3,2,2,2,3,2,1,2,3,4,2,2,1,2,2,China,China,Female,43,Accountant,College/University Degree,Medium,Medium,No,6,7,2,2,1,1
3,1,1,2,5,5,7,3,1,2,6,3,1,5,4,3,Brazil,Brazil,Female,19,Student / Scientific Initiation Scholarship,Some College,Low,Low,Yes,5,1,6,1,7,7
2,2,2,2,3,3,7,6,2,1,4,2,2,2,2,1,Switzerland,Switzerland,Male,25,Journalist,College/University Degree,Medium,Medium,No,7,7,1,3,1,2
3,1,1,1,3,3,3,2,2,2,2,2,2,2,3,2,Brazil,Brazil,Female,29,Doctor,MasterÕs Degree,Medium,High,No,7,7,5,2,1,1
1,2,3,3,1,2,2,2,1,2,2,2,1,2,2,2,Philippines,Philippines,Female,50,Home Maker,Doctoral Degree,High,Medium,Yes,1,1,2,1,1,1
2,2,2,7,1,3,2,3,2,2,3,3,2,2,1,3,China,China,Female,24,Student,Master's Degree,Very Low,Very Low,No,7,7,1,1,1,1
6,7,2,2,7,7,7,7,7,7,7,7,7,7,7,7,South Africa,South Africa,Female,18,Student,High School/Secondary School&amp,Medium,Medium,Yes,1,1,7,7,5,7
4,4,2,3,6,5,7,6,3,4,6,5,5,3,4,3,United States,United States,Male,24,Jr Accountant,College/University Degree&amp;am,Medium,Medium,No,7,7,5,5,3,5
4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,India,India,Female,29,Manager,College/University Degree&amp;am,Medium,Medium,Yes,3,3,4,1,1,4
7,7,3,3,7,7,7,7,7,7,7,7,7,7,7,7,Germany,Netherlands,Male,60,Academic,Doctoral Degree&amp;nbsp;&amp;nb,Medium,Low,Yes,2,1,1,1,1,1
3,3,1,2,3,2,2,3,3,2,3,3,4,4,3,4,China,China,Female,25,Marketing Executive,MasterÕs Degree,Medium,Medium,No,4,4,4,4,4,4
4,4,4,4,2,2,2,2,2,2,2,2,2,2,2,2,Hk,Hk,Male,18,Students,MasterÕs Degree,Medium,Medium,Yes,3,3,3,3,3,3
1,1,1,1,2,1,3,2,1,1,3,2,2,1,2,2,Lebanon,Lebanon,Male,42,Business Manager,MasterÕs Degree,High,High,Yes,1,1,1,1,1,1
4,6,6,5,5,3,5,4,3,4,3,4,5,3,5,4,China,China,Male,23,Student,College/University Degree,Low,Low,No,6,7,1,1,1,1
1,4,2,1,1,1,1,4,2,2,3,2,3,3,3,1,Togo,Togo,Female,23,Student,Master's Degree,Low,Low,No,7,5,2,2,1,1
1,2,1,2,1,2,2,2,2,1,3,3,1,2,1,2,China,China,Female,23,Student,College/University Degree,Low,Medium,No,7,7,4,4,4,4
1,1,1,1,2,1,3,2,1,1,1,1,3,2,2,1,Greece,Greece,Female,57,Techical Manager Of Water Supply Company,MasterÕs Degree,Medium,Medium,No,4,7,1,1,1,1
2,4,3,4,5,4,3,3,3,5,2,3,5,5,5,5,Turkey,Turkey,2,25,Engineerig,3,3,2,0,2,1,4,4,3,1
2,3,3,3,4,6,7,4,3,3,7,4,2,2,6,3,United Kingdom,United Kingdom,Male,26,Student,MasterÕs Degree,Low,Low,No,7,7,1,2,1,5
3,2,4,2,3,2,4,2,3,2,4,2,3,2,3,4,China,China,Male,23,Student,MasterÕs Degree,Low,Low,No,7,7,4,4,4,5
3,3,5,5,3,3,7,5,3,3,4,3,3,3,4,5,China,China,Female,22,Student,MasterÕs Degree,Medium,Medium,No,3,3,1,1,3,2
4,3,2,2,5,3,7,5,4,3,7,5,5,1,3,5,Czech Republic,Slovak Republic,Female,23,Student,College/University Degree,Low,Medium,No,7,7,5,6,2,1
6,2,2,2,6,2,4,3,6,2,4,2,3,2,3,4,Switzerland,Switzerland,Male,23,Student,College/University Degree,Medium,Low,No,7,7,2,2,1,1
2,3,3,3,3,5,5,4,3,2,3,3,3,2,2,3,Philippines,Philippines,Male,39,Senior Manager,College/University Degree,Medium,Medium,Yes,2,2,4,4,4,4
7,6,5,6,5,5,5,4,4,5,6,5,4,5,6,5,United States,United States,Male,26,It,College/University Degree,High,High,Yes,5,6,5,6,6,6
7,6,5,6,5,5,5,4,4,5,6,5,4,5,6,5,United States,United States,Male,26,Student,College/University Degree,High,High,Yes,5,6,5,6,6,6
4,3,3,3,5,3,5,5,4,3,4,5,4,5,5,5,China,China,1,24,Student,4,1,1,No,6,5,7,1,1,1
3,3,3,2,3,1,4,3,1,2,2,3,1,3,2,3,Armenia,Armenia,Male,23,Student,MasterÕs Degree,Medium,Low,No,6,7,3,3,3,3
5,5,3,3,2,3,7,5,2,2,5,5,2,2,5,5,United States,United States,Female,34,Office Manager,Some College&amp;amp;nbsp;&amp;a,Low,Low,Yes,6,1,2,5,2,3
4,4,4,4,3,3,3,3,4,4,4,4,4,4,4,4,Canada,Canada,Male,35,None,High School/Secondary School,Low,Low,Yes,7,7,4,4,4,4
2,2,2,2,2,4,5,3,2,2,5,3,3,2,4,2,Mexico,Mexico,Male,26,Student,Master's Degree,Low,Low,No,7,7,2,2,2,2
3,2,2,3,3,4,6,5,2,2,4,3,2,3,2,3,Pakistan,Pakistan,Male,30,Kitchener,High School/Secondary School,Medium,Medium,Yes,3,1,2,2,2,2
1,3,4,2,2,3,4,3,3,4,5,3,3,5,2,3,United Kingdom,United Kingdom,Male,19,Student,High School/Secondary School,Medium,High,No,7,7,5,3,2,1
2,3,2,2,6,5,7,5,5,6,7,5,6,3,2,5,France,France,Female,20,Student,High School/Secondary School,Medium,High,No,7,7,1,1,1,1
7,1,1,1,1,1,1,2,1,1,1,2,2,5,1,1,Philippines,Philippines,Male,32,Professor,Master's Degree,Medium,Medium,Yes,2,1,1,2,1,1
4,4,3,2,2,3,6,3,3,4,6,3,2,2,2,2,Canada,Canada,Male,20,It Support,Some College,Medium,High,No,6,7,3,2,1,1
3,2,2,1,3,2,7,3,2,1,6,2,6,7,7,6,United States,United States,Female,37,Quality Control Auditor,Some College&amp;amp;nbsp;&amp;a,Low,Low,No,7,7,1,2,1,1
1,1,1,1,3,6,7,5,3,5,7,3,2,1,3,2,Lebanon,France,1,27,Student,3,3,4,1,5,4,4,5,1,2
3,4,4,3,1,2,1,5,3,3,3,5,2,3,3,1,China,China,Male,27,Student,College/University Degree,Medium,Medium,No,6,5,2,1,3,3
2,2,1,1,2,2,3,3,2,2,3,3,3,3,2,2,United Kingdom,United Kingdom,Female,24,Student,4,3,3,Yes,2,1,2,2,1,1
5,4,2,6,4,7,7,6,6,5,7,5,3,3,3,2,United Kingdom,United Kingdom,Female,20,Student,College/University Degree,Medium,Medium,No,7,7,1,4,1,3
2,2,2,2,1,3,3,1,1,3,3,1,1,5,3,1,China,China,Male,23,Student,College/University Degree,Low,Medium,No,7,7,3,3,3,3
7,5,2,2,3,1,7,3,1,1,5,2,2,6,5,3,South Africa,South Africa,Male,19,None,High School/Secondary School&amp,Very Low,Very Low,Yes,3,1,4,5,1,3
5,5,3,3,3,2,3,3,3,2,3,3,3,4,3,3,China,China,Female,28,Accountant,College/University Degree,Medium,Medium,Yes,4,2,2,1,1,1
3,3,1,1,2,6,7,7,4,7,7,6,3,1,3,1,Uk,Uk,Male,23,Postgraduate Student,College/University Degree,Ver Low,Ver Low,No,7,7,2,3,2,1
4,1,1,1,1,1,2,1,1,1,2,1,1,1,1,1,China,China,Female,22,Student,Master,Medium,Medium,Yes,6,6,1,1,1,1
3,3,2,3,3,4,5,3,2,3,5,4,3,2,4,3,China,China,Female,26,Saleswoman,University,Medium,Medium,No,7,7,1,3,1,2
2,3,2,1,6,6,7,7,4,7,,6,,,,,United States,United States,Male,27,Project Manager,College/University Degree&amp;am,Medium,Medium,No,7,7,1,3,2,3
2,2,2,2,3,3,6,3,2,2,6,2,2,1,2,2,Canada,Canada,Male,33,Unemployed,High School/Secondary School,Very Low,Low,No,7,7,3,3,2,2
2,3,2,2,2,3,3,2,3,2,3,2,1,2,2,3,India,India,Male,30,Textile,Master&amp;amp;rsquo;s Degree,Very High,High,Yes,1,2,7,6,6,7
1,2,1,1,4,2,4,3,2,1,3,2,3,1,1,2,Taiwan,Taiwan,Female,18,Student,1,1,3,1,2,1,2,3,1,1
5,4,4,4,6,2,7,6,4,2,7,7,4,2,4,5,China,China,1,26,Student,4,1,3,No,4,4,7,1,1,1
2,2,3,3,2,4,4,3,2,3,4,3,4,2,2,4,Viet Nam,Viet Nam,Male,26,Student,Master's Degree,Medium,Medium,Yes,3,3,4,2,1,3
1,1,1,3,3,2,3,3,2,2,2,2,2,6,6,2,Vietnam,Vietnam,Female,26,Officer,Master's Degree,Medium,Medium,No,7,7,4,5,7,7
2,4,3,4,5,4,3,3,3,5,2,3,5,5,5,5,Turkey,Turkey,2,25,Engineerig,3,3,2,0,2,1,4,4,3,1
5,5,2,1,6,2,1,5,2,1,4,3,2,1,4,4,China,China,Female,25,Staff,University,Low,Low,Yes,5,6,2,1,2,2
2,3,2,2,6,3,6,6,3,2,5,4,3,5,4,4,United Kingdom,United Kingdom,Male,23,Student,MasterÕs Degree,Medium,Medium,Yes,1,1,3,2,2,1
4,5,2,2,3,1,3,3,2,1,3,2,3,2,3,4,Nigeria,Nigeria,Female,24,Business Assistant,College/University Degree,Medium,Medium,Yes,2,1,1,1,1,5
3,6,2,2,1,2,1,1,2,2,5,2,2,3,3,2,France,France,Male,19,Student,Master's Degree,Very High,Very High,No,7,5,1,2,2,3
6,2,2,2,3,3,6,2,1,1,4,2,2,2,3,2,Brazil,Brazil,Female,24,Student,Some College,Low,Medium,Yes,3,1,6,2,7,7
7,6,5,6,5,5,5,4,4,5,6,5,4,5,6,5,United States,United States,Male,26,It,College/University Degree,High,High,Yes,5,6,5,6,6,6
1,2,1,2,3,2,2,3,1,2,3,2,2,3,2,2,China,China,Female,24,Student,4,4,3,No,6,6,3,2,1,1
4,4,2,2,4,4,4,4,4,4,4,4,3,3,5,4,India,India,Male,38,Hr Manager,College/University Degree&amp;am,Medium,Medium,Yes,2,1,2,1,1,1
2,1,1,1,3,3,7,1,1,1,1,1,7,1,2,2,Lebanon,Saudi Arabia,Female,28,Professional,MasterÕs Degree,High,Medium,No,3,1,1,5,1,1
1,1,1,2,3,1,2,4,2,2,3,5,2,2,3,4,Uk,Uk,Male,24,Employee,MasterÕs Degree,Medium,Medium,Yes,3,5,2,3,2,2
3,4,3,3,3,3,2,3,3,3,4,3,4,4,4,3,Hong Kong,Hongkong,Male,21,Student,Master's Degree,Medium,Medium,Yes,4,4,2,1,1,1
2,1,1,2,3,3,7,5,2,2,6,5,1,1,3,3,Mexico,Mexico,2,38,Economist,3,3,3,0,7,4,2,3,1,1
4,1,1,2,2,3,7,3,1,2,4,1,2,7,7,2,United States,United States,Female,30,Freelance Administration,Some College&amp;amp;nbsp;&amp;a,Medium,Medium,Yes,7,1,2,4,1,1
3,3,3,3,3,3,3,2,3,3,3,3,2,3,2,2,Canada,Canada,Female,22,Student,High School/Secondary School,Low,Medium,No,7,7,1,2,1,1
1,1,2,1,2,2,2,2,2,2,1,2,1,2,2,2,Canada,Iraq,Male,50,Administrative Assistant,College/University Degree,Medium,Medium,Yes,6,7,1,2,1,1
3,1,2,2,2,4,3,5,1,3,3,6,3,3,2,5,Canada,Canada,Male,23,Mechanic,High School/Secondary School,Medium,Medium,Yes,3,3,5,6,3,2
5,3,2,2,3,3,6,5,3,3,5,4,4,3,4,5,United States,United States,Female,59,Clerical Temp,High School/Secondary School&amp,Low,Medium,Yes,5,6,3,3,2,3
2,2,1,1,2,2,7,3,2,1,7,2,2,2,4,2,United States,United States,Female,26,Admissions Counselor,Master&amp;amp;rsquo;s Degree,Medium,Medium,No,7,3,3,5,5,4
1,1,1,4,2,2,2,7,2,3,7,3,2,2,4,3,United States,United States,Female,26,Student,College/University Degree,Medium,High,Yes,3,1,1,2,1,1
2,2,1,1,1,2,6,3,1,2,2,2,1,1,2,2,South Africa,South Africa,Female,40,Academic In A Public Hei,Master&amp;rsquo;s Degree,Medium,Medium,No,4,2,1,1,1,1
6,2,3,5,3,3,6,3,2,2,3,3,2,6,5,5,China,China,Female,24,Student,College/University Degree,Medium,Low,No,7,7,4,2,1,2
7,6,3,4,3,4,7,5,4,5,7,4,4,4,2,1,India,India,Male,25,Business,Master&amp;amp;rsquo;s Degree,Medium,Medium,Yes,3,2,1,1,1,1
4,2,2,2,3,2,7,3,2,2,7,2,3,2,1,3,Viet Nam,Viet Nam,Female,19,Student,College/University Degree,Very Low,Medium,No,6,7,1,1,1,1
5,2,2,2,2,2,2,3,2,2,2,2,2,5,3,4,Philippines,Philippines,Female,34,It,College/University Degree,Medium,Medium,Yes,2,1,2,2,1,2
1,1,1,1,2,2,3,3,1,1,3,3,3,3,3,3,United States,United States,Male,62,Teacher,Doctoral Degree,Medium,Medium,No,7,1,1,1,1,1
3,3,4,5,3,5,5,4,5,4,6,4,3,4,5,4,United Kingdom,United Kingdom,Male,22,Student,College/University Degree,High,Medium,No,5,5,2,1,3,3
6,6,5,5,5,5,4,6,6,5,5,5,4,5,6,5,Philippines,Philippines,Male,29,Business,College/University Degree,Medium,Medium,Yes,2,2,6,1,1,2
3,3,1,2,6,2,6,6,5,2,4,6,3,3,5,2,Spain,Spain,Male,42,Cfo,MasterÕs Degree,High,High,Yes,4,4,1,1,1,1
